attendance_percentage,assignment_marks,previous_sem_sgpa,cgpa,backlogs,ia1,ia2,avg_ia,pass_probability,risk_level
68.0,7.5,7.12,7.3,1,31.8,38.0,34.9,77.64,Low
42.4,2.6,4.87,5.04,0,10.8,17.0,13.9,45.89,High
83.6,5.1,7.24,7.42,0,36.5,42.6,39.5,75.62,Low
46.0,6.9,6.28,6.45,1,30.3,36.5,33.4,65.53,Medium
73.6,8.2,7.99,8.17,0,43.2,49.4,46.3,86.85,Low
35.4,4.9,4.86,5.04,3,39.6,45.7,42.7,55.04,Medium
60.9,4.3,6.27,6.45,1,37.9,44.1,41.0,66.87,Medium
66.3,5.9,5.65,5.83,1,38.8,45.0,41.9,72.9,Medium
93.3,7.4,8.31,8.49,1,50.0,50.0,50.0,87.19,Low
96.0,9.0,7.7,7.88,0,42.1,48.3,45.2,93.6,Low
78.7,10.0,6.41,6.58,2,33.3,39.5,36.4,76.91,Low
73.4,8.3,9.31,9.48,1,45.1,50.0,47.5,91.37,Low
29.0,2.3,3.93,4.1,2,12.2,18.4,15.3,43.47,High
72.0,3.2,6.19,6.37,1,34.4,40.6,37.5,66.72,Medium
93.6,7.8,10.0,10.0,0,46.4,50.0,48.2,95.98,Low
81.9,9.2,7.3,7.48,3,37.9,44.1,41.0,72.35,Medium
72.8,5.5,8.09,8.27,1,30.0,36.2,33.1,69.65,Medium
79.9,7.2,7.26,7.44,1,33.9,40.0,36.9,78.12,Low
90.1,9.2,8.49,8.67,0,44.5,50.0,47.3,93.38,Low
51.3,5.5,3.32,3.49,2,16.1,22.2,19.1,43.69,High
41.1,3.7,3.99,4.17,3,6.2,12.4,9.3,36.71,High
70.4,6.6,6.36,6.54,1,25.6,31.8,28.7,75.18,Low
70.9,5.7,6.1,6.28,1,19.9,26.1,23.0,69.19,Medium
100.0,8.2,9.41,9.58,0,39.0,45.2,42.1,92.04,Low
59.4,5.5,7.42,7.6,0,34.2,40.4,37.3,73.28,Medium
35.2,4.1,3.5,3.68,0,19.1,25.3,22.2,49.82,High
48.4,4.9,4.27,4.45,1,30.7,36.9,33.8,54.45,High
24.9,5.1,3.0,3.18,2,15.9,22.1,19.0,36.7,High
50.5,7.0,5.69,5.86,1,39.5,45.7,42.6,66.4,Medium
49.4,8.1,7.46,7.63,2,36.7,42.8,39.7,75.49,Low
51.9,4.6,7.05,7.23,1,31.9,38.0,35.0,71.61,Medium
76.7,9.4,9.77,9.94,0,50.0,50.0,50.0,93.58,Low
81.9,7.8,9.18,9.35,1,50.0,50.0,50.0,92.65,Low
71.5,7.1,6.07,6.25,2,35.2,41.4,38.3,70.26,Medium
30.0,4.1,3.27,3.45,2,24.8,30.9,27.8,39.87,High
80.5,7.9,8.19,8.37,0,22.8,29.0,25.9,80.91,Low
65.2,10.0,7.24,7.42,1,36.7,42.9,39.8,74.97,Medium
68.6,9.3,8.53,8.7,2,34.5,40.7,37.6,85.01,Low
90.6,10.0,8.99,9.17,0,50.0,50.0,50.0,99.5,Low
54.1,5.9,4.02,4.19,3,35.1,41.3,38.2,53.46,High
94.9,10.0,10.0,10.0,1,40.9,47.1,44.0,95.19,Low
53.3,3.2,5.26,5.43,0,35.7,41.9,38.8,66.97,Medium
100.0,10.0,7.09,7.26,1,32.2,38.3,35.3,90.0,Low
39.1,2.5,3.18,3.36,1,11.7,17.8,14.8,37.68,High
45.3,4.4,6.56,6.73,2,24.5,30.6,27.5,58.63,Medium
92.0,10.0,10.0,10.0,0,44.7,50.0,47.3,99.5,Low
64.5,8.1,7.27,7.44,0,20.9,27.1,24.0,71.65,Medium
80.8,6.6,9.42,9.59,1,45.7,50.0,47.8,90.83,Low
71.7,6.5,8.3,8.47,1,40.8,47.0,43.9,79.4,Low
51.8,6.8,7.12,7.3,2,40.5,46.7,43.6,68.78,Medium
81.6,8.9,9.41,9.59,0,42.6,48.7,45.6,93.7,Low
62.5,7.6,6.88,7.06,1,31.7,37.9,34.8,67.77,Medium
36.1,8.6,4.44,4.61,1,18.7,24.8,21.7,47.64,High
48.7,6.0,4.77,4.94,0,39.0,45.2,42.1,68.1,Medium
75.6,6.7,8.4,8.57,0,18.8,25.0,21.9,76.2,Low
75.3,5.7,8.79,8.96,2,30.7,36.8,33.8,85.32,Low
50.3,3.7,3.95,4.13,2,20.7,26.9,23.8,55.77,Medium
54.7,4.3,5.29,5.46,2,20.2,26.4,23.3,53.51,High
62.1,6.5,6.24,6.42,1,27.2,33.4,30.3,75.97,Low
56.4,6.8,5.59,5.77,0,30.0,36.2,33.1,71.07,Medium
50.3,3.8,3.28,3.45,3,17.7,23.9,20.8,40.99,High
61.1,8.5,6.76,6.94,7,29.1,35.3,32.2,53.84,High
64.3,4.5,5.16,5.33,3,32.2,38.4,35.3,61.28,Medium
88.3,7.9,8.13,8.3,0,38.9,45.1,42.0,88.87,Low
87.6,9.1,7.63,7.8,0,37.7,43.9,40.8,89.29,Low
64.5,7.8,7.7,7.88,1,31.6,37.8,34.7,75.83,Low
63.8,7.9,6.9,7.08,1,30.6,36.8,33.7,69.39,Medium
81.0,7.6,6.82,7.0,0,23.0,29.2,26.1,75.37,Low
47.6,6.9,4.35,4.53,2,30.3,36.5,33.4,59.05,Medium
42.2,3.9,4.54,4.71,2,21.1,27.3,24.2,48.22,High
53.8,6.5,5.71,5.89,1,34.8,41.0,37.9,65.1,Medium
61.4,7.0,5.89,6.07,3,32.7,38.9,35.8,58.62,Medium
40.0,6.9,4.92,5.1,5,32.3,38.5,35.4,50.63,High
70.0,4.7,7.27,7.44,1,28.3,34.5,31.4,67.75,Medium
79.5,6.8,8.72,8.9,0,37.6,43.8,40.7,90.19,Low
20.0,5.3,4.06,4.24,1,11.8,18.0,14.9,40.89,High
66.2,3.1,7.25,7.42,1,29.3,35.5,32.4,68.02,Medium
62.7,7.1,5.54,5.71,1,40.9,47.1,44.0,78.12,Low
72.2,8.9,9.68,9.85,1,47.3,50.0,48.7,90.26,Low
81.9,6.0,6.52,6.7,0,25.9,32.0,28.9,73.38,Medium
31.1,3.7,4.51,4.69,0,18.4,24.6,21.5,52.48,High
38.3,3.2,5.16,5.34,2,22.7,28.9,25.8,44.13,High
42.4,6.1,6.48,6.66,1,38.3,44.5,41.4,71.43,Medium
80.7,7.9,8.56,8.73,0,30.4,36.6,33.5,89.15,Low
26.4,2.1,3.03,3.21,1,5.0,11.2,8.1,37.12,High
68.8,6.4,6.57,6.74,0,40.4,46.5,43.5,65.2,Medium
99.3,8.4,9.22,9.39,0,30.5,36.6,33.6,92.33,Low
74.0,6.1,5.06,5.23,3,29.6,35.8,32.7,57.48,Medium
78.1,10.0,9.31,9.49,1,39.8,46.0,42.9,94.89,Low
52.3,5.1,6.32,6.49,0,30.9,37.1,34.0,71.3,Medium
76.2,7.1,7.17,7.35,1,32.0,38.2,35.1,78.15,Low
40.2,3.2,3.0,3.18,2,17.7,23.8,20.8,37.32,High
20.0,2.0,3.0,3.18,0,20.0,26.2,23.1,45.95,High
66.9,6.0,9.65,9.83,1,44.0,50.0,47.0,85.09,Low
46.8,2.9,8.86,9.04,1,21.1,27.3,24.2,73.67,Medium
67.8,4.3,7.1,7.28,2,30.4,36.6,33.5,69.23,Medium
67.2,4.7,5.38,5.55,1,24.9,31.1,28.0,64.8,Medium
44.6,5.9,4.88,5.05,2,34.0,40.2,37.1,56.18,Medium
57.4,4.0,5.74,5.92,0,38.0,44.2,41.1,72.68,Medium
43.7,4.8,6.46,6.63,5,36.3,42.5,39.4,57.57,Medium
79.9,5.5,6.45,6.63,1,32.9,39.1,36.0,78.58,Low
58.0,7.2,6.48,6.66,0,34.2,40.4,37.3,73.8,Medium
79.0,8.9,6.2,6.38,0,35.1,41.3,38.2,79.29,Low
80.2,6.6,8.08,8.26,3,35.0,41.2,38.1,78.68,Low
99.2,9.4,9.43,9.61,1,40.4,46.5,43.4,99.5,Low
47.7,7.0,5.08,5.25,0,33.8,40.0,36.9,68.85,Medium
72.7,7.3,6.69,6.87,3,39.7,45.9,42.8,72.7,Medium
89.0,7.7,7.71,7.89,0,41.5,47.7,44.6,81.43,Low
81.7,9.2,8.35,8.52,0,49.2,50.0,49.6,94.73,Low
62.3,3.2,3.82,4.0,0,23.5,29.7,26.6,51.42,High
59.2,6.9,5.0,5.18,1,36.4,42.6,39.5,66.15,Medium
98.8,9.8,8.66,8.83,0,36.1,42.3,39.2,94.18,Low
52.5,5.7,6.69,6.87,0,37.3,43.5,40.4,66.89,Medium
84.1,7.4,7.65,7.83,2,35.3,41.4,38.3,80.7,Low
79.0,6.3,7.02,7.2,0,36.5,42.7,39.6,87.33,Low
61.8,6.9,4.98,5.16,2,26.3,32.5,29.4,59.93,Medium
78.5,8.5,7.02,7.2,0,19.0,25.1,22.0,79.35,Low
69.3,7.0,8.04,8.22,2,24.3,30.5,27.4,81.58,Low
60.8,6.3,5.84,6.02,0,33.2,39.4,36.3,73.2,Medium
74.8,8.2,7.32,7.49,0,35.1,41.3,38.2,79.51,Low
48.4,4.4,5.74,5.92,0,40.0,46.2,43.1,67.57,Medium
71.0,5.9,8.69,8.86,0,42.6,48.8,45.7,86.99,Low
100.0,7.3,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
47.5,3.7,3.39,3.57,0,18.7,24.8,21.8,54.6,High
66.4,6.2,7.41,7.59,0,44.5,50.0,47.2,70.84,Medium
47.7,6.1,5.58,5.76,1,23.4,29.6,26.5,57.26,Medium
71.4,5.0,7.7,7.87,1,37.9,44.1,41.0,76.7,Low
76.1,6.0,5.69,5.87,3,26.8,33.0,29.9,60.08,Medium
71.0,8.8,9.21,9.39,0,50.0,50.0,50.0,79.1,Low
91.6,7.4,9.76,9.93,0,46.7,50.0,48.4,94.22,Low
78.7,7.7,6.19,6.36,0,30.7,36.9,33.8,76.56,Low
86.4,7.9,8.45,8.63,0,42.8,49.0,45.9,88.9,Low
38.2,2.8,3.0,3.18,0,17.6,23.8,20.7,41.8,High
92.0,10.0,8.46,8.64,0,45.8,50.0,47.9,95.36,Low
72.2,8.8,5.76,5.93,1,33.4,39.6,36.5,74.43,Medium
76.6,8.8,8.03,8.2,2,38.6,44.8,41.7,80.04,Low
57.4,3.6,4.41,4.58,1,26.0,32.2,29.1,61.01,Medium
46.2,4.7,4.09,4.27,4,24.4,30.6,27.5,46.27,High
74.0,7.9,7.21,7.38,3,32.1,38.2,35.2,69.58,Medium
67.0,5.3,7.82,7.99,0,24.5,30.7,27.6,70.88,Medium
62.3,7.0,8.04,8.21,0,36.9,43.1,40.0,79.75,Low
80.3,8.1,8.53,8.71,0,41.9,48.1,45.0,93.38,Low
51.8,3.7,3.0,3.18,3,16.7,22.9,19.8,39.24,High
86.6,7.0,9.1,9.28,0,43.7,49.8,46.8,94.39,Low
58.0,4.2,6.95,7.12,0,39.3,45.5,42.4,73.25,Medium
67.6,7.2,6.84,7.01,3,37.2,43.4,40.3,77.46,Low
41.5,5.6,6.04,6.22,1,25.4,31.5,28.5,61.92,Medium
100.0,5.1,6.91,7.09,0,36.6,42.8,39.7,80.67,Low
29.8,3.2,3.0,3.18,1,9.5,15.7,12.6,41.37,High
75.2,9.4,6.95,7.13,1,32.2,38.4,35.3,81.33,Low
56.8,5.1,4.7,4.88,4,17.2,23.3,20.3,47.52,High
50.5,6.3,6.92,7.09,1,34.6,40.8,37.7,65.52,Medium
66.9,5.3,5.5,5.68,2,27.5,33.7,30.6,64.42,Medium
100.0,8.9,7.51,7.69,0,44.6,50.0,47.3,92.43,Low
63.8,6.8,6.18,6.35,2,25.7,31.9,28.8,60.23,Medium
38.9,5.8,4.5,4.67,2,16.5,22.7,19.6,50.13,High
55.4,5.7,6.41,6.58,0,35.4,41.6,38.5,68.64,Medium
100.0,7.4,8.59,8.77,0,41.5,47.7,44.6,88.19,Low
80.9,8.3,7.15,7.32,1,32.7,38.9,35.8,78.28,Low
53.1,6.8,5.46,5.64,1,23.1,29.2,26.2,66.37,Medium
57.1,6.7,6.63,6.81,2,35.0,41.1,38.0,72.56,Medium
35.8,4.3,4.17,4.35,1,30.3,36.5,33.4,55.71,Medium
78.2,9.8,7.64,7.82,1,34.5,40.7,37.6,83.97,Low
51.5,2.9,3.97,4.15,2,17.5,23.7,20.6,49.4,High
91.3,9.9,8.01,8.19,1,47.9,50.0,48.9,91.57,Low
74.7,6.0,6.09,6.26,0,22.4,28.6,25.5,66.7,Medium
95.3,10.0,10.0,10.0,1,50.0,50.0,50.0,96.29,Low
36.0,6.7,4.57,4.75,2,41.8,47.9,44.8,55.88,Medium
71.6,6.2,8.48,8.66,0,14.2,20.4,17.3,80.97,Low
85.1,10.0,8.64,8.82,0,48.6,50.0,49.3,98.44,Low
86.0,9.5,8.45,8.62,0,39.1,45.3,42.2,87.5,Low
59.2,4.4,5.7,5.88,0,26.2,32.4,29.3,64.93,Medium
60.4,6.7,6.91,7.08,0,33.0,39.2,36.1,72.84,Medium
57.8,8.4,7.77,7.95,1,39.7,45.9,42.8,78.01,Low
71.9,8.6,7.0,7.18,1,35.6,41.8,38.7,76.2,Low
61.2,4.1,5.4,5.58,0,21.7,27.9,24.8,67.28,Medium
77.1,6.5,7.38,7.56,0,32.0,38.2,35.1,79.35,Low
46.9,4.4,5.71,5.89,0,24.0,30.2,27.1,61.85,Medium
71.0,6.3,8.3,8.47,1,26.9,33.0,30.0,77.82,Low
68.2,10.0,7.44,7.62,2,26.3,32.5,29.4,71.52,Medium
53.4,6.7,6.37,6.54,2,46.0,50.0,48.0,70.13,Medium
35.4,4.0,4.1,4.27,3,15.8,22.0,18.9,45.92,High
88.9,10.0,8.61,8.79,4,41.4,47.6,44.5,89.5,Low
77.6,6.9,6.66,6.83,1,34.3,40.5,37.4,71.77,Medium
34.7,7.0,6.41,6.58,0,31.7,37.8,34.8,60.92,Medium
55.4,4.0,6.51,6.68,0,44.0,50.0,47.0,72.12,Medium
54.5,3.6,4.21,4.38,2,25.3,31.5,28.4,56.1,Medium
51.4,6.5,3.91,4.09,3,14.7,20.8,17.7,49.33,High
44.7,8.1,5.94,6.12,2,19.7,25.9,22.8,62.05,Medium
100.0,7.8,7.18,7.36,0,41.6,47.8,44.7,84.14,Low
56.8,4.5,5.19,5.37,0,26.7,32.9,29.8,60.56,Medium
82.7,8.7,7.38,7.56,0,27.4,33.6,30.5,74.27,Medium
62.8,5.0,6.14,6.32,1,35.2,41.3,38.2,67.91,Medium
68.5,6.8,8.91,9.09,0,28.5,34.7,31.6,74.64,Medium
58.3,7.8,7.07,7.25,1,43.3,49.4,46.3,81.25,Low
100.0,7.5,9.59,9.76,0,50.0,50.0,50.0,99.5,Low
68.9,3.1,6.47,6.65,0,27.7,33.9,30.8,69.31,Medium
49.5,2.3,5.14,5.32,2,23.7,29.9,26.8,46.98,High
50.3,4.5,6.12,6.3,1,13.6,19.8,16.7,59.08,Medium
48.9,3.3,5.24,5.41,1,33.8,40.0,36.9,65.82,Medium
59.5,4.3,3.96,4.14,3,19.9,26.1,23.0,50.83,High
66.5,5.5,8.1,8.28,4,29.9,36.1,33.0,72.23,Medium
62.9,8.3,6.0,6.18,1,28.0,34.2,31.1,67.89,Medium
92.0,10.0,10.0,10.0,1,50.0,50.0,50.0,95.62,Low
20.0,2.4,3.62,3.8,2,17.0,23.1,20.0,37.39,High
74.6,7.5,6.61,6.79,2,42.4,48.6,45.5,69.07,Medium
40.7,3.5,6.34,6.52,1,18.9,25.1,22.0,64.77,Medium
39.7,5.5,4.97,5.15,2,42.0,48.1,45.0,59.52,Medium
75.8,9.6,7.66,7.83,0,25.9,32.1,29.0,84.91,Low
49.7,2.2,3.32,3.49,0,25.5,31.7,28.6,49.4,High
85.9,6.8,5.78,5.96,0,28.9,35.1,32.0,69.78,Medium
97.8,8.7,9.29,9.46,0,50.0,50.0,50.0,99.5,Low
60.4,7.6,5.43,5.61,3,26.7,32.9,29.8,56.96,Medium
81.3,2.7,7.75,7.93,0,33.8,40.0,36.9,79.0,Low
96.6,7.9,8.21,8.39,1,48.3,50.0,49.2,92.5,Low
61.8,6.5,6.44,6.62,0,43.1,49.3,46.2,76.17,Low
58.5,4.9,4.5,4.68,2,37.4,43.6,40.5,56.86,Medium
32.3,4.1,5.02,5.2,0,11.8,18.0,14.9,50.41,High
84.4,9.6,7.95,8.13,1,40.7,46.9,43.8,84.04,Low
64.7,4.6,7.06,7.23,3,27.6,33.7,30.7,67.29,Medium
49.6,8.0,4.59,4.77,0,18.5,24.6,21.5,62.29,Medium
84.0,5.0,6.43,6.6,1,27.1,33.2,30.1,71.84,Medium
70.2,7.6,7.53,7.71,2,26.0,32.2,29.1,70.94,Medium
63.8,6.1,4.18,4.35,1,31.3,37.4,34.3,69.0,Medium
95.5,7.1,8.08,8.26,1,25.8,32.0,28.9,78.19,Low
41.4,4.0,3.43,3.61,1,22.3,28.5,25.4,42.71,High
100.0,8.5,8.22,8.39,1,50.0,50.0,50.0,92.48,Low
49.7,4.7,3.85,4.03,1,30.0,36.2,33.1,54.07,High
89.4,4.4,4.79,4.96,1,24.3,30.5,27.4,69.51,Medium
88.8,9.7,10.0,10.0,0,40.6,46.7,43.7,99.5,Low
80.3,7.6,6.41,6.58,0,46.8,50.0,48.4,82.43,Low
73.8,5.3,6.68,6.86,0,18.6,24.8,21.7,72.14,Medium
56.0,4.1,5.12,5.3,4,33.8,40.0,36.9,55.97,Medium
78.5,4.3,4.68,4.85,0,28.0,34.2,31.1,73.49,Medium
62.6,6.3,8.29,8.46,0,47.4,50.0,48.7,84.28,Low
77.7,7.5,6.33,6.5,0,22.2,28.4,25.3,71.46,Medium
78.1,6.8,6.43,6.61,2,39.7,45.8,42.7,75.0,Medium
74.5,9.5,6.21,6.39,1,33.0,39.2,36.1,67.02,Medium
54.7,3.3,6.36,6.54,1,29.9,36.0,33.0,63.43,Medium
57.6,5.0,5.53,5.7,1,12.2,18.3,15.2,61.37,Medium
71.5,5.9,8.15,8.32,2,33.8,40.0,36.9,78.07,Low
89.5,9.5,9.03,9.2,1,46.5,50.0,48.3,94.82,Low
46.8,5.5,5.45,5.63,1,34.9,41.0,38.0,64.8,Medium
67.0,6.2,8.02,8.2,0,39.4,45.6,42.5,85.29,Low
53.3,5.6,5.63,5.81,2,22.9,29.1,26.0,63.68,Medium
76.3,5.9,8.4,8.58,2,27.9,34.1,31.0,77.74,Low
61.7,7.0,6.85,7.03,2,21.1,27.3,24.2,65.07,Medium
84.6,6.7,9.44,9.62,0,50.0,50.0,50.0,85.57,Low
66.1,8.7,7.98,8.15,0,32.9,39.0,35.9,85.36,Low
38.2,4.5,3.0,3.18,2,33.2,39.4,36.3,49.38,High
81.6,7.3,8.2,8.38,0,43.4,49.6,46.5,88.59,Low
54.6,5.2,4.09,4.27,4,29.7,35.9,32.8,47.87,High
60.3,5.6,4.36,4.53,2,26.9,33.1,30.0,60.42,Medium
78.3,9.1,7.51,7.68,0,41.3,47.5,44.4,85.46,Low
53.4,10.0,4.96,5.14,3,29.7,35.9,32.8,61.2,Medium
97.8,10.0,8.31,8.49,1,39.0,45.2,42.1,91.63,Low
52.2,4.7,5.61,5.78,1,32.3,38.5,35.4,64.18,Medium
53.1,6.6,5.91,6.09,0,27.7,33.9,30.8,63.19,Medium
61.7,6.6,4.87,5.05,0,22.8,29.0,25.9,65.9,Medium
40.0,4.5,6.65,6.82,1,33.4,39.6,36.5,61.09,Medium
78.8,6.9,8.59,8.76,2,42.9,49.1,46.0,80.98,Low
88.5,7.8,8.27,8.44,1,42.8,48.9,45.9,91.06,Low
79.7,10.0,8.63,8.81,1,45.4,50.0,47.7,86.92,Low
100.0,8.4,10.0,10.0,0,44.8,50.0,47.4,99.5,Low
65.6,4.0,6.04,6.21,2,37.4,43.6,40.5,66.17,Medium
65.5,7.7,7.79,7.97,1,45.4,50.0,47.7,75.49,Low
50.9,4.9,4.08,4.26,2,30.2,36.4,33.3,58.73,Medium
66.0,7.5,4.99,5.16,0,24.7,30.9,27.8,68.06,Medium
52.6,3.8,4.84,5.01,1,26.5,32.7,29.6,58.37,Medium
58.7,8.3,4.41,4.59,1,34.7,40.9,37.8,68.49,Medium
43.4,2.9,3.75,3.93,1,22.6,28.8,25.7,53.77,High
60.8,3.7,6.43,6.61,4,28.3,34.5,31.4,58.71,Medium
39.3,4.6,5.3,5.48,2,36.8,42.9,39.9,59.57,Medium
85.7,6.6,7.53,7.7,0,40.8,47.0,43.9,86.34,Low
64.0,5.2,5.16,5.33,2,38.6,44.8,41.7,62.83,Medium
100.0,10.0,10.0,10.0,1,48.1,50.0,49.0,94.75,Low
47.6,5.8,6.98,7.16,0,33.8,40.0,36.9,71.38,Medium
58.4,5.7,6.37,6.55,1,49.1,50.0,49.6,77.48,Low
49.9,5.2,4.08,4.26,2,23.2,29.4,26.3,53.92,High
100.0,9.3,8.94,9.11,0,46.7,50.0,48.3,94.37,Low
91.0,10.0,7.68,7.86,1,35.3,41.5,38.4,90.57,Low
69.2,7.1,7.78,7.96,1,44.1,50.0,47.1,80.0,Low
52.8,3.2,4.39,4.56,3,17.2,23.3,20.3,39.57,High
69.2,4.8,7.21,7.38,4,35.1,41.3,38.2,69.85,Medium
45.2,4.7,6.04,6.22,1,15.8,22.0,18.9,53.86,High
83.3,7.5,10.0,10.0,0,50.0,50.0,50.0,99.5,Low
95.8,6.3,6.69,6.87,0,49.0,50.0,49.5,89.85,Low
44.2,7.7,7.55,7.72,1,34.6,40.8,37.7,71.23,Medium
34.6,0.2,3.0,3.18,4,5.2,11.4,8.3,29.31,High
46.6,7.1,4.71,4.89,1,36.4,42.6,39.5,70.76,Medium
75.6,8.2,8.26,8.44,0,37.3,43.5,40.4,89.5,Low
100.0,8.8,7.31,7.48,1,36.6,42.8,39.7,87.35,Low
79.7,7.2,10.0,10.0,1,31.1,37.3,34.2,97.47,Low
34.1,5.2,4.56,4.73,1,15.9,22.1,19.0,50.25,High
71.8,7.3,6.53,6.71,0,26.4,32.6,29.5,76.35,Low
89.4,7.6,8.0,8.18,0,38.3,44.5,41.4,84.64,Low
35.4,4.3,3.0,3.18,1,25.1,31.3,28.2,40.52,High
52.1,4.4,6.5,6.68,1,31.3,37.5,34.4,64.19,Medium
64.0,5.0,6.83,7.01,1,38.8,45.0,41.9,72.42,Medium
75.7,4.7,5.1,5.27,1,26.4,32.6,29.5,65.71,Medium
37.3,4.1,4.35,4.53,2,18.7,24.9,21.8,42.13,High
67.0,6.2,7.4,7.57,1,44.7,50.0,47.3,80.6,Low
59.8,7.7,6.22,6.39,1,28.8,35.0,31.9,66.24,Medium
58.9,5.3,6.27,6.45,0,35.4,41.6,38.5,72.84,Medium
75.2,6.6,6.23,6.41,0,18.3,24.4,21.3,73.92,Medium
58.6,5.9,6.03,6.21,0,40.9,47.1,44.0,70.87,Medium
62.9,5.4,5.76,5.93,0,30.3,36.5,33.4,64.99,Medium
86.5,8.1,6.96,7.14,1,45.1,50.0,47.6,89.11,Low
55.6,6.2,6.02,6.19,2,30.6,36.7,33.6,66.8,Medium
55.1,5.2,6.33,6.5,0,34.8,41.0,37.9,70.27,Medium
69.7,7.0,6.97,7.14,1,39.5,45.7,42.6,81.93,Low
35.3,3.4,3.72,3.9,1,14.5,20.7,17.6,44.79,High
78.7,7.4,6.24,6.41,2,45.7,50.0,47.8,73.91,Medium
88.9,6.2,7.4,7.57,3,28.7,34.9,31.8,70.25,Medium
72.0,5.0,6.87,7.05,1,39.8,46.0,42.9,74.37,Medium
60.6,8.5,10.0,10.0,0,39.4,45.6,42.5,92.09,Low
38.1,2.4,3.13,3.31,2,19.8,26.0,22.9,45.99,High
34.8,2.0,3.74,3.91,2,14.0,20.2,17.1,40.32,High
73.1,6.9,9.81,9.99,0,36.7,42.9,39.8,93.5,Low
70.3,7.8,6.96,7.14,1,26.4,32.6,29.5,72.97,Medium
70.6,7.3,7.03,7.2,0,37.2,43.4,40.3,76.57,Low
59.6,5.3,5.13,5.3,1,30.4,36.6,33.5,58.18,Medium
85.4,7.1,9.3,9.48,0,35.9,42.0,39.0,88.6,Low
78.4,9.3,7.34,7.52,0,41.5,47.7,44.6,81.58,Low
66.8,4.3,8.01,8.18,2,39.1,45.2,42.1,81.04,Low
93.8,7.5,5.93,6.11,2,27.5,33.6,30.6,74.7,Medium
25.0,0.6,3.05,3.22,3,15.2,21.4,18.3,31.35,High
82.1,6.1,6.83,7.0,1,33.5,39.7,36.6,82.31,Low
73.8,8.2,10.0,10.0,0,50.0,50.0,50.0,89.95,Low
80.1,10.0,7.65,7.82,0,46.9,50.0,48.4,89.13,Low
43.7,7.7,4.21,4.39,1,28.4,34.6,31.5,64.87,Medium
75.0,8.9,9.07,9.25,2,47.9,50.0,49.0,87.11,Low
93.1,8.8,7.81,7.99,2,27.5,33.6,30.6,89.86,Low
99.2,6.8,9.75,9.93,0,29.3,35.5,32.4,95.61,Low
58.8,5.5,6.07,6.24,5,23.8,29.9,26.8,59.1,Medium
46.4,5.6,6.84,7.02,0,22.4,28.6,25.5,70.74,Medium
99.1,6.9,6.09,6.27,0,38.7,44.9,41.8,82.75,Low
57.1,7.1,7.52,7.7,1,35.9,42.1,39.0,73.04,Medium
64.3,4.2,4.81,4.99,0,30.9,37.1,34.0,63.67,Medium
85.3,8.7,7.21,7.38,2,29.6,35.7,32.6,74.43,Medium
83.6,5.1,7.69,7.86,0,41.7,47.9,44.8,83.28,Low
60.9,7.1,5.5,5.68,0,34.8,41.0,37.9,70.37,Medium
73.2,5.9,7.35,7.52,0,38.3,44.5,41.4,85.67,Low
58.9,5.8,5.13,5.31,1,28.2,34.3,31.3,64.58,Medium
93.4,9.7,9.06,9.23,1,50.0,50.0,50.0,99.5,Low
50.2,3.7,5.41,5.59,0,25.6,31.8,28.7,52.95,High
37.6,6.0,6.77,6.94,2,41.4,47.6,44.5,61.17,Medium
79.4,6.5,6.08,6.26,0,28.6,34.7,31.7,73.01,Medium
82.1,7.4,9.6,9.78,1,46.7,50.0,48.3,96.76,Low
37.7,3.6,5.11,5.28,5,20.9,27.0,23.9,42.38,High
40.1,4.4,4.19,4.36,3,20.6,26.7,23.7,40.51,High
36.9,2.3,3.0,3.18,2,21.1,27.3,24.2,39.82,High
59.6,6.9,5.56,5.73,0,32.2,38.4,35.3,65.0,Medium
26.4,4.5,5.14,5.32,0,5.9,12.0,9.0,43.61,High
65.5,5.3,5.48,5.66,0,9.3,15.5,12.4,68.12,Medium
84.4,10.0,9.0,9.18,0,48.5,50.0,49.3,94.56,Low
55.1,6.3,5.1,5.27,0,37.2,43.3,40.2,67.96,Medium
60.5,6.7,6.38,6.56,0,49.2,50.0,49.6,76.37,Low
63.8,6.5,6.5,6.68,1,31.3,37.5,34.4,69.6,Medium
64.8,6.5,7.33,7.5,2,30.7,36.8,33.8,68.13,Medium
65.8,7.0,7.62,7.79,0,35.1,41.3,38.2,78.09,Low
48.7,5.2,6.51,6.69,1,28.2,34.4,31.3,65.49,Medium
73.6,4.8,6.62,6.79,2,25.5,31.7,28.6,71.88,Medium
82.1,9.1,8.68,8.86,0,50.0,50.0,50.0,96.58,Low
70.2,6.8,7.65,7.83,1,50.0,50.0,50.0,77.2,Low
63.8,3.9,3.0,3.18,4,25.5,31.7,28.6,49.18,High
82.7,7.1,8.27,8.44,0,39.5,45.7,42.6,88.79,Low
53.0,9.1,5.1,5.28,0,15.7,21.9,18.8,61.17,Medium
88.3,8.3,10.0,10.0,1,50.0,50.0,50.0,96.36,Low
79.4,5.6,9.09,9.26,0,43.2,49.4,46.3,90.73,Low
51.1,5.1,7.11,7.29,1,34.4,40.6,37.5,69.04,Medium
80.4,8.1,8.0,8.17,0,38.7,44.9,41.8,88.24,Low
68.9,8.3,6.18,6.36,1,28.1,34.3,31.2,68.69,Medium
